# evolve: q=0.2 e0=0.5 Vx0=0 Vy0=0 varpi0=0 xi=[0.510826,10] chandrasekhar=integral
xi a_over_ah e sig_e Vx sig_Vx Vy sig_Vy varpi sig_varpi t sig_t x sig_x y sig_y C_xx C_xy C_yy C_VxVx C_VxVy C_VyVy
1.938671478867324e+00 1.438949903844749e-01 6.590543233716445e-01 1.060955109544332e-03 1.634435986150143e-03 9.443732141766473e-05 1.810641976978810e-03 8.529929518371525e-05 -2.589858368681221e+00 4.848247591825918e-02 3.176917158125104e-01 1.483956030440015e-04 -2.924159272623874e-04 2.921397730582851e-05 6.449162287274585e-04 6.080133692797874e-06 8.534564700254633e-10 8.926076757532629e-12 3.696802572229591e-11 8.918407676543319e-09 -6.905123695631893e-09 7.275969758838588e-09
1.943497609991342e+00 1.432022073682932e-01 6.597584041599646e-01 1.062712336270379e-03 1.655555791054874e-03 9.373846761624418e-05 1.789385382046525e-03 8.659860402137435e-05 -2.598764228486254e+00 4.848835427349140e-02 3.196433176312544e-01 1.490682278954554e-04 -2.892054319138277e-04 2.938127549275207e-05 6.484291224687183e-04 6.082816398364430e-06 8.632593495809933e-10 4.534286580686245e-12 3.700065533621122e-11 8.786900311041658e-09 -6.909149565806698e-09 7.499318218450793e-09
1.947933690767497e+00 1.425683577525817e-01 6.604066975579400e-01 1.063427992987407e-03 1.674070947163793e-03 9.296890159182708e-05 1.770063164404816e-03 8.778883210521616e-05 -2.606938251470618e+00 4.849446339257608e-02 3.214448704144700e-01 1.497233642512145e-04 -2.862059178164295e-04 2.953402814137640e-05 6.516352682172667e-04 6.088899381159416e-06 8.722588182556133e-10 3.813207485045048e-13 3.707469567388352e-11 8.643216663190828e-09 -6.900725479790594e-09 7.706879042397831e-09
1.953080526347609e+00 1.418364669328018e-01 6.611591320003805e-01 1.063064727772202e-03 1.693200557298565e-03 9.187377430333097e-05 1.748731189412115e-03 8.890848150067376e-05 -2.616394109746329e+00 4.850220522557877e-02 3.235442470962782e-01 1.505272606453608e-04 -2.826708874708000e-04 2.971010499933546e-05 6.553286879000962e-04 6.101059460285325e-06 8.826903390715378e-10 -4.577485676519784e-12 3.722292653793706e-11 8.440790404739399e-09 -6.886662494459662e-09 7.904718082755648e-09
1.959036660517252e+00 1.409941807803131e-01 6.620299405300762e-01 1.062403983908054e-03 1.712550952278718e-03 9.056698630609542e-05 1.725334855312113e-03 8.982922306699968e-05 -2.627295872599670e+00 4.851164600683555e-02 3.259860683040191e-01 1.514876663748753e-04 -2.785121927475048e-04 2.991244201695722e-05 6.595699314390077e-04 6.122302330677970e-06 8.947541874178279e-10 -1.049621114622433e-11 3.748258582822490e-11 8.202379008568476e-09 -6.876166478250034e-09 8.069289316820788e-09
1.965172523027852e+00 1.401317085835788e-01 6.629268812858462e-01 1.061482302937473e-03 1.729894073907764e-03 8.915383232722394e-05 1.702408854278090e-03 9.044225560687914e-05 -2.638478612701743e+00 4.852163701334092e-02 3.285154652395087e-01 1.524908652620888e-04 -2.741580150393748e-04 3.011938669782338e-05 6.639047413894033e-04 6.152352761567424e-06 9.071774550530203e-10 -1.678645427457141e-11 3.785144450276631e-11 7.948405818630761e-09 -6.866231881743154e-09 8.179801599260061e-09
1.971541022580639e+00 1.392421155531994e-01 6.638574802548071e-01 1.060303601825021e-03 1.745608632764200e-03 8.765884795728323e-05 1.679623362824978e-03 9.084312072932973e-05 -2.650032713269657e+00 4.853197582659485e-02 3.311557467434169e-01 1.535270778809234e-04 -2.695693786555580e-04 3.033264931252557e-05 6.683692699215861e-04 6.192329061568246e-06 9.200696143166578e-10 -2.351378499543222e-11 3.834493920674267e-11 7.684073625198098e-09 -6.853077481704725e-09 8.252472583843576e-09
1.978150311526664e+00 1.383248587247796e-01 6.648227323919286e-01 1.058889647189840e-03 1.759904604473441e-03 8.615689149308563e-05 1.656826920930744e-03 9.114076645173618e-05 -2.661967183292886e+00 4.854234767446235e-02 3.339120889580059e-01 1.545811465208697e-04 -2.647377379505158e-04 3.055238396482765e-05 6.729672644094046e-04 6.243203762192762e-06 9.334481659342580e-10 -3.070189323274611e-11 3.897759321625786e-11 7.423009951751330e-09 -6.833890853950493e-09 8.306639309409919e-09
1.985017874003502e+00 1.373781585973214e-01 6.658250220432699e-01 1.057280730593235e-03 1.773006938806637e-03 8.474001990250141e-05 1.633823438015805e-03 9.144822285296547e-05 -2.674308970093283e+00 4.855243477391488e-02 3.367937778720519e-01 1.556448302769590e-04 -2.596469599316609e-04 3.077902275950608e-05 6.777084050797860e-04 6.306043630250854e-06 9.473482420301933e-10 -3.838699438038819e-11 3.976618626662737e-11 7.180870973076333e-09 -6.806372388230918e-09 8.362777462965637e-09
1.992181517534006e+00 1.363975470097455e-01 6.668697400562456e-01 1.055540422027636e-03 1.785174782422055e-03 8.349586957122046e-05 1.610326745629992e-03 9.186738638887434e-05 -2.687122820767790e+00 4.856195777705420e-02 3.398190121989083e-01 1.567222236191182e-04 -2.542644349365050e-04 3.101362460143308e-05 6.826154260093967e-04 6.382235148341364e-06 9.618449109186155e-10 -4.663225677940263e-11 4.073292548872391e-11 6.971560235454260e-09 -6.768462979689168e-09 8.439616681922735e-09
1.999691958527129e+00 1.353769785382037e-01 6.679642190957843e-01 1.053767504602803e-03 1.796689499247793e-03 8.249020497225273e-05 1.585970427288566e-03 9.247497096326200e-05 -2.700498203588959e+00 4.857068777382773e-02 3.430120690793322e-01 1.578322039734187e-04 -2.485455783349880e-04 3.125760844948084e-05 6.877183217946359e-04 6.473587123901125e-06 9.770380859810557e-10 -5.552247874244026e-11 4.190733025073844e-11 6.804633916364268e-09 -6.718224439581788e-09 8.551620254656150e-09
2.007633059956663e+00 1.343061934539567e-01 6.691207149535724e-01 1.052106393249320e-03 1.807897367366408e-03 8.174291163759709e-05 1.560214595429835e-03 9.331053815129523e-05 -2.714586131870563e+00 4.857849182197105e-02 3.464122743806293e-01 1.590148134597213e-04 -2.424171628680121e-04 3.151337747992730e-05 6.930671533043827e-04 6.582781990355604e-06 9.930929601923891e-10 -6.519182611996269e-11 4.333301873255009e-11 6.681903602992006e-09 -6.653628278225900e-09 8.706856530084321e-09
2.012549236021522e+00 1.336475409128338e-01 6.698364206671857e-01 1.051264202946097e-03 1.814512748363516e-03 8.140749622427567e-05 1.544121205437081e-03 9.390604018508050e-05 -2.723286000057001e+00 4.858263392145445e-02 3.485297991670189e-01 1.597687382512453e-04 -2.385818537085908e-04 3.167057257206588e-05 6.963539247163427e-04 6.656826132083741e-06 1.003025167042492e-09 -7.131529802551438e-11 4.431333415279298e-11 6.627180441505459e-09 -6.608065726782061e-09 8.818344383241953e-09
2.017523729268322e+00 1.329843629777510e-01 6.705607936207277e-01 1.051781132474852e-03 1.821421782631950e-03 8.098116534802416e-05 1.527178525812446e-03 9.432375713090482e-05 -2.732089196849259e+00 4.858522155885995e-02 3.506823684624634e-01 1.604968973148295e-04 -2.346687156974733e-04 3.182870984055515e-05 6.996597804500453e-04 6.736487209806222e-06 1.013066770114252e-09 -7.761525552849388e-11 4.538025992788282e-11 6.557949141124030e-09 -6.540753420574871e-09 8.896971159289918e-09
2.022480307920276e+00 1.323268463856608e-01 6.712834519358126e-01 1.052603611605509e-03 1.829227060113479e-03 8.029182211282123e-05 1.508760966992854e-03 9.465598119391488e-05 -2.740892720773028e+00 4.858756360357590e-02 3.528373795968442e-01 1.612348113866594e-04 -2.307352596082550e-04 3.198524489651358e-05 7.029312595332759e-04 6.820178902020752e-06 1.023055891089948e-09 -8.399720898340228e-11 4.651484025556899e-11 6.446776698196927e-09 -6.479224389916077e-09 8.959754775782766e-09
2.028618979442087e+00 1.315170235035782e-01 6.721798782545649e-01 1.053844863887153e-03 1.839830185809619e-03 7.909414151365370e-05 1.484204225326460e-03 9.494468035449634e-05 -2.751846922302568e+00 4.859035625986712e-02 3.555205900907425e-01 1.621572875799660e-04 -2.258130117248184e-04 3.217747051634497e-05 7.069469930113083e-04 6.930093243442292e-06 1.035389608830250e-09 -9.205170009121080e-11 4.802619236280451e-11 6.255883221781876e-09 -6.407454536820694e-09 9.014492327617483e-09
2.035005089892933e+00 1.306798173560535e-01 6.731142925110776e-01 1.055346917431396e-03 1.851594523664590e-03 7.754252305706406e-05 1.457020238707994e-03 9.513905763992485e-05 -2.763308345971804e+00 4.859320234830491e-02 3.583288663864340e-01 1.631068187124396e-04 -2.206298603451077e-04 3.237527114418463e-05 7.110771854067070e-04 7.051999079423556e-06 1.048158181659474e-09 -1.006129598345225e-10 4.973069101619067e-11 6.012842882055311e-09 -6.332974519393477e-09 9.051440288612943e-09
2.041753743575204e+00 1.298008737045158e-01 6.741040116519222e-01 1.057110910068971e-03 1.864497620998212e-03 7.571356385139076e-05 1.426870419106595e-03 9.531035642435934e-05 -2.775497985040304e+00 4.859626099474403e-02 3.613155184870749e-01 1.640793827449497e-04 -2.150805850877166e-04 3.258162247375859e-05 7.153840457259117e-04 7.189288577380179e-06 1.061562123022531e-09 -1.098667798809788e-10 5.168587024884912e-11 5.732543751078625e-09 -6.250854373144149e-09 9.084064041738416e-09
2.048900099493926e+00 1.288765770724958e-01 6.751547912303226e-01 1.059120158786412e-03 1.878376299407229e-03 7.373807270947420e-05 1.393718071460901e-03 9.555245127398308e-05 -2.788495662557510e+00 4.859974804889443e-02 3.644996393566826e-01 1.650614771440366e-04 -2.091216993452206e-04 3.279685421973743e-05 7.198748212911910e-04 7.344122419522846e-06 1.075633646710709e-09 -1.199009535024143e-10 5.393613411293810e-11 5.437303366907705e-09 -6.157693099396084e-09 9.130270944466910e-09
2.056499530598204e+00 1.279009003934788e-01 6.762754824081942e-01 1.061365230504428e-03 1.893080404551059e-03 7.176889251905527e-05 1.357448738484413e-03 9.596802856537604e-05 -2.802418421481980e+00 4.860403428599281e-02 3.679101269054643e-01 1.660516912299837e-04 -2.026903602046412e-04 3.302174992411125e-05 7.245664018608771e-04 7.519348891681485e-06 1.090435968050542e-09 -1.308389153078267e-10 5.654060775483158e-11 5.150773933411707e-09 -6.050242970663300e-09 9.209862506724833e-09
2.064594094378589e+00 1.268697772736991e-01 6.774731157513740e-01 1.063840438460767e-03 1.908386687967469e-03 6.996841374094898e-05 1.318058351955695e-03 9.664474571836394e-05 -2.817357953138943e+00 4.860968644271699e-02 3.715709040809638e-01 1.670657445157568e-04 -1.957320065955305e-04 3.325652414931793e-05 7.294637026580171e-04 7.717880521631261e-06 1.105996398494167e-09 -1.427936865180960e-10 5.956567974617523e-11 4.895578921424617e-09 -5.925914976767542e-09 9.340206874967224e-09
2.073060468588237e+00 1.258001844389822e-01 6.787302442882870e-01 1.066500192089950e-03 1.923712527111057e-03 6.848912503430285e-05 1.276451722605075e-03 9.760467509125522e-05 -2.833093125620673e+00 4.861734294604073e-02 3.754311746979487e-01 1.681285089153851e-04 -1.883352257464619e-04 3.349661079049144e-05 7.344714095951668e-04 7.938604219702897e-06 1.122022934449668e-09 -1.556318910837832e-10 6.302143695708464e-11 4.690760247964369e-09 -5.785773127436619e-09 9.526672599669498e-09
2.081401438881156e+00 1.247552527678861e-01 6.799733110161534e-01 1.069184630167052e-03 1.937867487766984e-03 6.740366794298946e-05 1.235489067157185e-03 9.872870998864522e-05 -2.848686201084042e+00 4.862715982180251e-02 3.792659357191007e-01 1.692419518952508e-04 -1.809307316680772e-04 3.372757335802621e-05 7.392875689371036e-04 8.169160299675082e-06 1.137549204621039e-09 -1.686106110333202e-10 6.673518000178746e-11 4.543254452168785e-09 -5.639523031250753e-09 9.747358176022016e-09
2.087698042362290e+00 1.239721863256598e-01 6.809145902478551e-01 1.071013735982131e-03 1.947131687308096e-03 6.647293483905356e-05 1.205912231577846e-03 9.942195254515734e-05 -2.860466409717615e+00 4.863659922263008e-02 3.821818551145231e-01 1.701403812241903e-04 -1.752660638450400e-04 3.389832583056176e-05 7.428464007466371e-04 8.352349127433287e-06 1.149096494114931e-09 -1.786241528967863e-10 6.976173594653558e-11 4.418651066117061e-09 -5.523205209842891e-09 9.884724647891520e-09
2.093505007335898e+00 1.232543703651472e-01 6.817847163273025e-01 1.072658926347603e-03 1.954111308847039e-03 6.533969038335845e-05 1.180533151538552e-03 9.977733992452283e-05 -2.871286766035442e+00 4.864596245287869e-02 3.848872469846644e-01 1.710112769504134e-04 -1.699885628216132e-04 3.405329024924586e-05 7.460741464726271e-04 8.528577553139407e-06 1.159626576799383e-09 -1.880205334575132e-10 7.273663507991335e-11 4.269275139393146e-09 -5.427761343209315e-09 9.955517562413778e-09
2.099361531150004e+00 1.225346378324365e-01 6.826641947125377e-01 1.074259359853955e-03 1.959966842597459e-03 6.398009060277953e-05 1.156350571294561e-03 9.991528274369323e-05 -2.882148310993425e+00 4.865584304619015e-02 3.876315711283814e-01 1.719109532761937e-04 -1.646175648440364e-04 3.420731885902404e-05 7.492804122399922e-04 8.712872375442362e-06 1.170140663522942e-09 -1.976474490721709e-10 7.591414503074662e-11 4.093451993539877e-09 -5.338210266889821e-09 9.983063725752160e-09
2.105529771818791e+00 1.217811409600845e-01 6.835924988550340e-01 1.075842716341184e-03 1.965124263501311e-03 6.242173691148030e-05 1.132072830434037e-03 9.991229052581787e-05 -2.893524902016916e+00 4.866668698627822e-02 3.905392373689533e-01 1.728611148748831e-04 -1.589109077335926e-04 3.436721913882658e-05 7.526071011241353e-04 8.913582991201781e-06 1.181105751336128e-09 -2.079444276759106e-10 7.945196174104170e-11 3.896473239046062e-09 -5.247566912441698e-09 9.982465798115435e-09
2.112012090057763e+00 1.209942699783220e-01 6.845701958146498e-01 1.077356758032674e-03 1.969674151658534e-03 6.078419341558259e-05 1.107578278565034e-03 9.984851494538851e-05 -2.905404267584048e+00 4.867869081810151e-02 3.936141194189363e-01 1.738452197343576e-04 -1.528611795843352e-04 3.453277807194323e-05 7.560501587848844e-04 9.131266812911975e-06 1.192512761366083e-09 -2.189348726204818e-10 8.338003360858763e-11 3.694718169182953e-09 -5.153912393950856e-09 9.969725936799472e-09
2.118851435916278e+00 1.201695717320254e-01 6.856039650469589e-01 1.078756547183130e-03 1.973739409158134e-03 5.920525678798646e-05 1.082589268952627e-03 9.981328328805507e-05 -2.917847297245910e+00 4.869239526234145e-02 3.968797000293568e-01 1.748581124517200e-04 -1.464222281638293e-04 3.470475665495578e-05 7.596259934673899e-04 9.367869230647274e-06 1.204420134479697e-09 -2.307136269056438e-10 8.775697392250794e-11 3.505262431331416e-09 -5.055133673058780e-09 9.962691520741535e-09
2.126123027365493e+00 1.192989170606891e-01 6.867053890021577e-01 1.080002740674900e-03 1.977462050955186e-03 5.782733521077877e-05 1.056705490383365e-03 9.989355536305225e-05 -2.930970968870837e+00 4.870882806921575e-02 4.003757366400502e-01 1.759112142021188e-04 -1.395152992607210e-04 3.488460180420284e-05 7.633652997310748e-04 9.626652204142913e-06 1.216935443037792e-09 -2.434379376356454e-10 9.267243265952961e-11 3.344000697579774e-09 -4.948904929629958e-09 9.978722403071185e-09
2.134000461560874e+00 1.183628394773514e-01 6.879010268825417e-01 1.081070038995651e-03 1.981039849420145e-03 5.677013354764816e-05 1.029153903533154e-03 1.001670282506402e-04 -2.945064504448492e+00 4.872991394651768e-02 4.041910533187156e-01 1.770515315665705e-04 -1.319637082603225e-04 3.507595704461064e-05 7.673442276451386e-04 9.914839167223600e-06 1.230322762595371e-09 -2.574510988641514e-10 9.830403571191115e-11 3.222848063017807e-09 -4.831579564786328e-09 1.003343354856455e-08
2.142932687791381e+00 1.173103035603273e-01 6.892594618054244e-01 1.081951396693464e-03 1.984815956024343e-03 5.610136462501281e-05 9.981306251722222e-04 1.007069240662523e-04 -2.960895148580995e+00 4.875965387667310e-02 4.085524286840858e-01 1.784074691512768e-04 -1.233153485758795e-04 3.528855872995766e-05 7.717649987613001e-04 1.025092934727073e-05 1.245282377237671e-09 -2.736221566674157e-10 1.050815524827362e-10 3.147363112788639e-09 -4.695267412111450e-09 1.014188455488590e-08
2.146180106238705e+00 1.169299658086446e-01 6.897539601421473e-01 1.082194714711081e-03 1.986172764158997e-03 5.596836079789470e-05 9.868236999547380e-04 1.009504459432269e-04 -2.966613470314754e+00 4.877235032031378e-02 4.101473064651585e-01 1.789341566585905e-04 -1.201487280746458e-04 3.536469276436114e-05 7.733478790615612e-04 1.037548851271161e-05 1.250661494317657e-09 -2.795742697845937e-10 1.076507618774105e-10 3.132457410403316e-09 -4.644843063973359e-09 1.019099253613638e-08
2.150579533587253e+00 1.164166708490429e-01 6.904242572116167e-01 1.082136519629364e-03 1.988171056201643e-03 5.576837686387773e-05 9.712370215603589e-04 1.012265775411415e-04 -2.974335999877348e+00 4.879071071968730e-02 4.123157062355030e-01 1.797380380880219e-04 -1.158398406602948e-04 3.546683153462033e-05 7.754709403781603e-04 1.054610820959465e-05 1.257896139105139e-09 -2.876994876247470e-10 1.112203983684797e-10 3.110111858031493e-09 -4.571196312162205e-09 1.024682000069273e-08
2.156030890108941e+00 1.157837687260783e-01 6.912549118661525e-01 1.081510276667873e-03 1.991468991560471e-03 5.513354775327700e-05 9.506947294356166e-04 1.013975918698976e-04 -2.983893973078951e+00 4.881437291929057e-02 4.150144198992378e-01 1.808718272692192e-04 -1.104700689235660e-04 3.559166087708969e-05 7.780645769782274e-04 1.076008962914633e-05 1.266766323989757e-09 -2.978607712151080e-10 1.157795288272623e-10 3.039708087862875e-09 -4.476990731284585e-09 1.028147163701432e-08
2.161684840611775e+00 1.151309801847022e-01 6.921164182627561e-01 1.080790639653048e-03 1.995616910986493e-03 5.406525867184812e-05 9.282094690610136e-04 1.014657577218219e-04 -2.993801823383237e+00 4.884002564885039e-02 4.178271905441860e-01 1.821044931384750e-04 -1.048628268431790e-04 3.571892499770164e-05 7.807072596105444e-04 1.098525758303977e-05 1.275841602991435e-09 -3.085085624793240e-10 1.206758841657328e-10 2.923052195253848e-09 -4.381623913219149e-09 1.029529999006346e-08
2.167672412484438e+00 1.144436848345814e-01 6.930286728796172e-01 1.079966088570335e-03 2.000544178228075e-03 5.261647121761119e-05 9.033928833038247e-04 1.014601656513129e-04 -3.004294578535370e+00 4.886754831957106e-02 4.208211981481040e-01 1.834469900874014e-04 -9.888066037987993e-05 3.585106045992360e-05 7.834493694062575e-04 1.122745399337814e-05 1.285298536101097e-09 -3.199072228896933e-10 1.260557231734227e-10 2.768493043393707e-09 -4.280210793142421e-09 1.029416521399184e-08
2.174002214784648e+00 1.137215667783917e-01 6.939929319564723e-01 1.079046213627791e-03 2.006114923768077e-03 5.091034085332085e-05 8.762858618646024e-04 1.014368686123461e-04 -3.015394127434047e+00 4.889604882943136e-02 4.240034257030932e-01 1.848806776277121e-04 -9.250567308055950e-05 3.598759694457691e-05 7.862812107680872e-04 1.148772980582946e-05 1.295107133845322e-09 -3.320950705849796e-10 1.319679360917425e-10 2.591862805801311e-09 -4.170685886053187e-09 1.028943831387836e-08
2.180698579716527e+00 1.129625896965008e-01 6.950128762514503e-01 1.078052476280027e-03 2.012200414748546e-03 4.910782473868176e-05 8.468483456521251e-04 1.014667161251244e-04 -3.027151649924773e+00 4.892450050659197e-02 4.273891255857949e-01 1.863891849041793e-04 -8.570328705148871e-05 3.612830532173429e-05 7.891983645256910e-04 1.176779479624745e-05 1.305254445420454e-09 -3.451420846395047e-10 1.384809943665886e-10 2.411578450565085e-09 -4.051076933040782e-09 1.029549448121659e-08
2.187788080923188e+00 1.121645733917414e-01 6.960925796326624e-01 1.077029251569765e-03 2.018658103125587e-03 4.739430997170376e-05 8.150226827577246e-04 1.016209424791506e-04 -3.039624178459226e+00 4.895177220455012e-02 4.309952283378218e-01 1.879604207595209e-04 -7.843540674833510e-05 3.627287864436619e-05 7.921949222705150e-04 1.206952295796599e-05 1.315721725148917e-09 -3.591248148829336e-10 1.456733844328681e-10 2.246220617693939e-09 -3.919586220318215e-09 1.032681595035083e-08
2.195291397766917e+00 1.113261165961795e-01 6.972353032044077e-01 1.076057002773598e-03 2.025310967782047e-03 4.595474237176895e-05 7.807838108235044e-04 1.019557689102666e-04 -3.052860354947727e+00 4.897675552766196e-02 4.348362849116130e-01 1.895910387651321e-04 -7.066874539963731e-05 3.642076537899592e-05 7.952597969353027e-04 1.239464413828721e-05 1.326472150791868e-09 -3.741100924137121e-10 1.536272033147775e-10 2.111838346455657e-09 -3.774734458763848e-09 1.039497881408368e-08
2.203168405009728e+00 1.104526446582008e-01 6.984351749751966e-01 1.075269181502561e-03 2.031890811487959e-03 4.493100403204056e-05 7.444108919585726e-04 1.024900266175156e-04 -3.066802792448390e+00 4.899846598333164e-02 4.388960679109161e-01 1.912809144462669e-04 -6.243287638657507e-05 3.657017532657302e-05 7.983558087808271e-04 1.274231591195647e-05 1.337377723416290e-09 -3.900421201986418e-10 1.623666148000990e-10 2.018795123327245e-09 -3.616596213661179e-09 1.050420555605906e-08
2.211132444322368e+00 1.095764889541039e-01 6.996489026307309e-01 1.074849443399633e-03 2.037921656748437e-03 4.435333853880806e-05 7.073759592794043e-04 1.031664955725668e-04 -3.080954632664948e+00 4.901608459789580e-02 4.430297646034149e-01 1.929946620574475e-04 -5.402092674041951e-05 3.671503661290046e-05 8.013563990910593e-04 1.310045995869963e-05 1.347993913486621e-09 -4.063513205076175e-10 1.716220511294924e-10 1.967218639538116e-09 -3.451077713331236e-09 1.064332580872444e-08
2.217400477973347e+00 1.088918078776556e-01 7.006051734015259e-01 1.075656148290683e-03 2.041899502493980e-03 4.389994215825888e-05 6.783545723910779e-04 1.036581223177856e-04 -3.092134963327854e+00 4.902780484967600e-02 4.463043710660303e-01 1.942062346624389e-04 -4.734066487598326e-05 3.682464260661396e-05 8.036250266945081e-04 1.338716106369238e-05 1.356054303104848e-09 -4.193230513647766e-10 1.792160813452412e-10 1.927204921498475e-09 -3.315908802806895e-09 1.074500632244900e-08
2.223148855028412e+00 1.082676523670819e-01 7.014841904828036e-01 1.077505073420999e-03 2.044364494257082e-03 4.293613873369488e-05 6.523923953793807e-04 1.038237933992450e-04 -3.102422598403923e+00 4.903836424245873e-02 4.493251432655368e-01 1.951494558723480e-04 -4.116855987925289e-05 3.692184069101306e-05 8.056347912479701e-04 1.365408202079859e-05 1.363222320012548e-09 -4.313241660368148e-10 1.864339558306954e-10 1.843512009359094e-09 -3.192727942122040e-09 1.077938007580912e-08
2.228944277153751e+00 1.076420103001485e-01 7.023726209637505e-01 1.079563399963514e-03 2.045887503223028e-03 4.155892362661307e-05 6.266912642681340e-04 1.037710546807390e-04 -3.112827490842676e+00 4.904882411255310e-02 4.523880912720376e-01 1.960838547907738e-04 -3.490421989735562e-05 3.701667679604379e-05 8.075935355655421e-04 1.392678300319802e-05 1.370234361022767e-09 -4.435202503155587e-10 1.939552848181653e-10 1.727144133002658e-09 -3.070759823855928e-09 1.076843178955292e-08
2.235026425928763e+00 1.069893025240703e-01 7.033075486046932e-01 1.081866972849486e-03 2.046623702164348e-03 3.985671489015702e-05 6.000819825749793e-04 1.035742687996919e-04 -3.123781940029156e+00 4.905943310309888e-02 4.556217062917391e-01 1.970290990119026e-04 -2.828719664060123e-05 3.711280595678115e-05 8.095768626352919e-04 1.421658199628469e-05 1.377360365985691e-09 -4.564167949846538e-10 2.021112036570861e-10 1.588557721835264e-09 -2.943697602239793e-09 1.072762915739082e-08
2.241335406972754e+00 1.063164338323084e-01 7.042802160900661e-01 1.084341427374991e-03 2.046589452107819e-03 3.802475200235111e-05 5.727707007312509e-04 1.033115070862223e-04 -3.135180657097553e+00 4.906986116399083e-02 4.589969073909865e-01 1.979577179755631e-04 -2.137927490523316e-05 3.720882056752022e-05 8.115560481704199e-04 1.452080670436111e-05 1.384496328025916e-09 -4.698918966686688e-10 2.108538273454186e-10 1.445881764840305e-09 -2.812137768121719e-09 1.067326749642657e-08
2.247840600745498e+00 1.056270694843494e-01 7.052862811523419e-01 1.086913015318754e-03 2.045811739523338e-03 3.627973841236385e-05 5.448488346640617e-04 1.030583771794825e-04 -3.146968847628089e+00 4.907985469946462e-02 4.624997488370994e-01 1.988549001951371e-04 -1.421155352359098e-05 3.730383444697517e-05 8.135133531887031e-04 1.483807132239558e-05 1.391576064447331e-09 -4.838823932687180e-10 2.201683605684982e-10 1.316219419269549e-09 -2.676378541989320e-09 1.062102910686848e-08
2.254502291206716e+00 1.049257532126673e-01 7.063198963057689e-01 1.089501636587264e-03 2.044326335748907e-03 3.483426650418511e-05 5.164585558632674e-04 1.028761283943641e-04 -3.159072895399746e+00 4.908923117604534e-02 4.661109880098056e-01 1.997183423648187e-04 -6.826125679767499e-06 3.739688934013954e-05 8.154295559807122e-04 1.516648052910184e-05 1.398527332318643e-09 -4.983027087868738e-10 2.300221316396251e-10 1.213426122884592e-09 -2.537146446247656e-09 1.058349779341368e-08
2.261309455701346e+00 1.042139318420717e-01 7.073795557589019e-01 1.092041027387925e-03 2.042173139582149e-03 3.384645755596906e-05 4.876278454096836e-04 1.028021571081815e-04 -3.171468879593404e+00 4.909798524656431e-02 4.698265580427462e-01 2.005671130156860e-04 7.658937108359347e-07 3.748749317289862e-05 8.172948181957758e-04 1.550552118230732e-05 1.405312144388121e-09 -5.131268733577185e-10 2.404211871349812e-10 1.145582689088015e-09 -2.394744869723102e-09 1.056828350609523e-08
2.268263698974923e+00 1.034917169471973e-01 7.084656368011226e-01 1.094473547636875e-03 2.039394578320715e-03 3.338546966634820e-05 4.583378019615803e-04 1.028468139693005e-04 -3.184153621104868e+00 4.910628868245336e-02 4.736492065439054e-01 2.014403587788563e-04 8.567260009789438e-06 3.757534035770969e-05 8.191027492743951e-04 1.585533848966240e-05 1.411906202997726e-09 -5.283551631563426e-10 2.513917586217698e-10 1.114589584842656e-09 -2.249333852867141e-09 1.057746714363591e-08
2.275379344049831e+00 1.027579204351309e-01 7.095804279701928e-01 1.096746932490973e-03 2.036035144908612e-03 3.340501993413400e-05 4.285203132522226e-04 1.029920342478267e-04 -3.197144699179256e+00 4.911449641817393e-02 4.775887725920067e-01 2.023958711068741e-04 1.659512103552508e-05 3.766027500814985e-05 8.208495483343872e-04 1.621677687061879e-05 1.418296313689477e-09 -5.440149916080851e-10 2.629838520714365e-10 1.115895356799890e-09 -2.100879302835784e-09 1.060735911850551e-08
2.282691998254201e+00 1.020092280966687e-01 7.107291058297861e-01 1.097965222825831e-03 2.032312793028455e-03 3.344091294476718e-05 3.977326225152698e-04 1.031039369123250e-04 -3.210478448864531e+00 4.912386971030660e-02 4.816669552704315e-01 2.036048466815266e-04 2.489076678374445e-05 3.774231962812334e-05 8.225345828819627e-04 1.659175541580928e-05 1.424482690911424e-09 -5.601808222384128e-10 2.752863477780366e-10 1.118294658579497e-09 -1.947698067675562e-09 1.063042180682069e-08
2.288744487140562e+00 1.013936830461805e-01 7.116808315335195e-01 1.097933144018374e-03 2.029427173780484e-03 3.263176594718437e-05 3.716150284425409e-04 1.029496826639898e-04 -3.221443874064045e+00 4.913272569720431e-02 4.850642607838282e-01 2.047924919739165e-04 3.179021737838751e-05 3.780609193728698e-05 8.238415045156629e-04 1.690455609490543e-05 1.429300587570595e-09 -5.736047128678282e-10 2.857640167658044e-10 1.064832148831821e-09 -1.818923198899399e-09 1.059863716061620e-08
2.294889351882671e+00 1.007725429436023e-01 7.126477035488532e-01 1.097707268339631e-03 2.026536231592498e-03 3.123889293232654e-05 3.448801778000935e-04 1.026304989177566e-04 -3.232501195090876e+00 4.914200605170076e-02 4.885336444000136e-01 2.060416355554746e-04 3.882606533441564e-05 3.786688629602461e-05 8.250843748020287e-04 1.722451154140420e-05 1.433901077756056e-09 -5.872671716749650e-10 2.966837978399663e-10 9.758684316373611e-10 -1.687240373240978e-09 1.053301930810764e-08
